þÿ,Unnamed: 0,Satznr,Firmen_KZ,Firma1,Firma2,Strasse,PLZ,Ort,Telefon,Telefax,Homepage,Email,Position,Anrede,Titel,Vorname,Nachname,WZ2003_1,Bezeichn_1,WZ2003_2,Bezeichn_2,WZ2003_3,Bezeichn3,Ust_ID,Amtsgerich,Handelsreg,HandelArt,HandelDatu,Ortsteil,Ortszusatz,Bundesland,Vorwahl,Leitbereic,Einwohner,Flaeche,KFZ_KZ,GeoXY,ID_KZ,BranSuchBez,Land,Anz_Mitarb,Netzwerk,grid-id,Leistungspreis
422,422.0,166224264.0,1.0,LFW Ludwigsluster Fleisch und,Wurstspezialitäten GmbH & Co. KG,Bauernallee 9,19288.0,Ludwigslust,03874/42200,03874/21016,www.lfw-ludwigslust.de,info@lfw-ludwigslust.de,,,,,,52.11.1,Einzelhandel mit Nahrungsmitteln* Getränken und Tabakwaren* ohne ausgeprägten Schwerpunkt,15.13.0,Fleischverarbeitung,'nan,,DE202820580,,,,,Techentin,,Mecklenburg-Vorpommern,3874.0,19280.0,12967.0,78*29,LWL,53°18´49.883255 11°29´0.169404,1.0,,DEUTSCHLAND,101 bis 500,Stadtwerke Ludwigslust-Grabow GmbH* gesamtes Stromnetz,19288001,144.2
427,427.0,148465918.0,1.0,Schwamm mbH,,Bismarckstr. 144,66121.0,Saarbrücken,0681/66800,0681/6680110,www.schwamm.com,,,,,,,15.13.0,Fleischverarbeitung,51.32.0,Großhandel mit Fleisch* Fleischwaren* Geflügel und Wild,'nan,,,,,,,St Johann,,Saarland,681.0,66000.0,180269.0,167*07,SB,49°13´28.582067 7°0´51.412067,1.0,Fleischwaren,DEUTSCHLAND,101 bis 500,SW Saarbrücken Netz* gesamtes Stromnetz,66117001,103.23
430,430.0,100116933.0,1.0,Bewital Holding GmbH & Co. KG,,Industriestr. 10,46354.0,Südlohn,,,,,,,,,,'15.7,Herstellung von Futtermitteln,'nan,,'nan,,,Coesfeld,HRA 2958,Aenderung,20120803.0,Oeding,,Nordrhein-Westfalen,2862.0,46300.0,8916.0,45*55,BOR,51°56´3.483959 6°49´20.195292,1.0,,DEUTSCHLAND,101 bis 500,SVS-Versorgungsbetriebe GmbH* gesamtes Stromnetz,48703001,100.37
439,439.0,138691038.0,1.0,BEHN Getränke GmbH,,Marienthaler Str. 21,24340.0,Eckernförde,04351/4793,04351/479499,www.behn-getraenke.de,getraenke@behn.de,,,,,,'15.9,Herstellung von Getränken,51.34.1,Großhandel mit Getränken* ohne ausgeprägten Schwerpunkt,'nan,,,,,,,,,Schleswig-Holstein,4351.0,24330.0,23249.0,17*97,RD,54°26´43.856735 9°50´1.799627,1.0,Getränke Händler,DEUTSCHLAND,101 bis 500,Stadtwerke Eckernförde GmbH* gesamtes Stromnetz,24340001,103.65
441,441.0,146182268.0,1.0,Velisco Geflügel GmbH & Co. KG,,Steinäckerstr. 16,74585.0,Rot am See,07955/370,07955/37259,www.velisco.de,info@velisco.de,,,,,,'01.24,Haltung von Geflügel,'15.12,Schlachten von Geflügel,'nan,,,,,,,Brettenfeld,,Baden-Württemberg,7958.0,74550.0,5154.0,74*81,SHA,49°15´20.849543 10°0´59.798124,1.0,Wild und Geflügel,DEUTSCHLAND,101 bis 500,Netze BW GmbH - EW Braunsbach-Tullau GmbH GV hev,76131003,111.49
445,445.0,124218308.0,1.0,Lutz Fleischwaren GmbH,,Justus-von-Liebig-Str. 48,86899.0,Landsberg,08191/1050,08191/105251,www.lutz-fleischwaren.de,info@lutz-fleischwaren.de,,,,,,15.13.0,Fleischverarbeitung,'nan,,'nan,,,,,,,Landsberg,am Lech,Bayern,8191.0,86880.0,26916.0,57*89,LL,48°4´16.838688 10°51´15.27984,1.0,Fleischwaren,DEUTSCHLAND,101 bis 500,SW Landsberg* GV EW Landsberg,86899102,51.88
446,446.0,133116767.0,1.0,Karlsberg Brauerei GmbH,,Karlsbergstr. 62,66424.0,Homburg,06841/1050,06841/105269,teufelsspiel.karlsberg-urpils.de,info@karlsberg.de,,,,,,15.96.0,Herstellung von Bier,'nan,,'nan,,DE265453733,,,,,Homburg,,Saarland,6841.0,66400.0,44611.0,82*64,HOM,49°19´23.860919 7°20´45.221496,1.0,Brauereien,DEUTSCHLAND,501-1000,Stadtwerke Homburg GmbH* gesamtes Stromnetz,66424001,92.01
448,448.0,126087692.0,1.0,Harry-Brot GmbH,,Wolfener Str. 14,12681.0,Berlin,030/930100,030/93010215,www.vdb-deutschland.net,,,,,,,15.81.1,Herstellung von Backwaren (ohne Konditor- und Dauerbackwaren),'nan,,'nan,,,,,,,Marzahn,,Berlin,30.0,10000.0,3387828.0,891*82,B,52°33´17.847180 13°32´47.418503,1.0,Bäckereien,DEUTSCHLAND,101 bis 500,Stromnetz Berlin GmbH* gesamtes Stromnetz,12435001,38.28
449,449.0,184936104.0,1.0,Allgäuer Brauhaus AG,,Beethovenstr. 7,87435.0,Kempten,0831/20500,0831/2050114,,,,,,,,'55,Gastgewerbe,15.96.0,Herstellung von Bier,'nan,,,,,,,Kempten,Allgäu,Bayern,831.0,87400.0,61576.0,63*28,KE,47°43´27.193259 10°18´50.11235,2.0,Gaststätten und Restaurants,DEUTSCHLAND,101 bis 500,AllgäuNetz GmbH &Co.KG Grundversorger Allgäuer Überlandwerk GmbH,87435101,158.69
450,450.0,158913760.0,1.0,Wipak Walsrode GmbH & Co. KG,,Bahnhofstr. 13,29699.0,Bomlitz,05161/443903,05161/44143903,www.wipak.com,,,,,,,63.40.4,Logistische Dienstleistungen* anderweitig nicht genannt,'15,Ernährungsgewerbe,'nan,,,Walsrode,HRA 1134,Aenderung,20120220.0,Bomlitz,,Niedersachsen,5161.0,29650.0,7218.0,64*07,HK,52°54´16.790435 9°39´29.925000,1.0,Verpackungen und Verpackungsmittel,DEUTSCHLAND,1001 bis 5000,Avacon* (Netzgebiet Niedersachsen),38345008,123.12
451,451.0,107828335.0,1.0,Heinrichsthaler Milchwerke GmbH,,Großröhrsdorfer Str. 15,1454.0,Radeberg,03528/43700,03528/437030,www.heinrichsthaler.com,,,,,,,52.11.1,Einzelhandel mit Nahrungsmitteln* Getränken und Tabakwaren* ohne ausgeprägten Schwerpunkt,15.51.0,Milchverarbeitung,'nan,,DE811167481,,,,,Radeberg,,Sachsen,3528.0,1430.0,18790.0,29*74,BZ,51°7´31.153764 13°56´18.249431,1.0,Milchindustrie,DEUTSCHLAND,101 bis 500,ENSO Netz GmbH* gesamtes Stromnetz,1069001,102.73
453,453.0,148568248.0,1.0,Engelbrecht Stadtbäckerei,,An der Feuerwache 8,27570.0,Bremerhaven,0471/924620,0471/9246230,www.stadtbaeckerei-engelbrecht.org,backhaus@stadtbaeckerei-engelbrecht.de,,,,,,15.81.1,Herstellung von Backwaren (ohne Konditor- und Dauerbackwaren),'nan,,'nan,,,,,,,Geestemünde,,Bremen,471.0,27500.0,117281.0,77*68,HB,53°33´3.150468 8°36´21.56724,1.0,Bäckereien,DEUTSCHLAND,101 bis 500,Fischereihafen-Betriebsgesellschaft mbH - Grundversorgung swb Bremerhaven,27572002,113.76
460,460.0,100317215.0,1.0,Binding-Brauerei AG,,Darmstädter Landstr. 185,60598.0,Frankfurt,,,,,,,,,,15.96.0,Herstellung von Bier,'nan,,'nan,,,Frankfurt am Main,HRB 54659,Aenderung,20101220.0,Sachsenhausen,am Main,Hessen,69.0,60000.0,646889.0,248*31,F,50°5´40.841771 8°41´27.799835,1.0,,DEUTSCHLAND,501-1000,NRM Netzdienste Rhein-Main GmbH,60623001,70.18
462,462.0,161662788.0,1.0,Zimbo Fleisch- und Wurstwaren GmbH & Co. KG,,Wasserstr. 223,44799.0,Bochum,0234/95530,0234/955395000,www.zimbo.de,michael.wertmann@bellfoodgroup.com,,,,,,15.13.0,Fleischverarbeitung,'nan,,'nan,,,,,,,Wiemelhausen,,Nordrhein-Westfalen,234.0,44700.0,388179.0,145*43,BO,51°27´38.525544 7°13´20.378352,1.0,,DEUTSCHLAND,101 bis 500,Stadtwerke Bochum Netz GmbH* gesamtes Stromnetz,44787102,40.07
463,463.0,195912973.0,1.0,Lieken Brot- und Backwaren GmbH,,Fritz-Lieken-Eck 1-3,28832.0,Achim,04202/5140,04202/514141,,,,,,,,15.81.1,Herstellung von Backwaren (ohne Konditor- und Dauerbackwaren),'nan,,'nan,,,,,,,Achim,,Niedersachsen,4202.0,28800.0,30092.0,68,VER,53°0´58.884803 9°1´50.256983,2.0,,DEUTSCHLAND,101 bis 500,Stadtwerke Achim AG* Stammgebiet,28832001,58.68
469,469.0,115563466.0,1.0,Molkerei Weihenstephan GmbH & Co. KG,,Milchstr. 1,85354.0,Freising,,,,,,,,,,15.51.0,Milchverarbeitung,'nan,,'nan,,,München,HRA 77076,Aenderung,20111026.0,Freising,,Bayern,8161.0,85310.0,42461.0,88*6,FS,48°22´49.202399 11°44´3.881579,1.0,,DEUTSCHLAND,101 bis 500,Freisinger Stadtwerke Versorgungs-GmbH* gesamtes Stromnetz,85354001,90.93
473,473.0,122595300.0,1.0,Siebrecht* Backstube,,Industriestr. 25,33034.0,Brakel,05272/60010,05272/6001117,www.siebrecht.de,info@siebrecht.de,,,,,,15.81.1,Herstellung von Backwaren (ohne Konditor- und Dauerbackwaren),'nan,,'nan,,,,,,,Brakel,,Nordrhein-Westfalen,5272.0,33000.0,17735.0,173*74,HX,51°42´27.54539 9°10´29.149031,1.0,Bäckereien,DEUTSCHLAND,101 bis 500,EnergieNetz Mitte GmbH,34131001,108.72
474,474.0,105973754.0,1.0,Wergona Schokoladen GmbH,,Neustadter Ring 4,38855.0,Wernigerode,03943/69380,,,,,,,,,15.84.0,Herstellung von Süßwaren (ohne Dauerbackwaren),'nan,,'nan,,,,,,,Wernigerode,,Sachsen-Anhalt,3943.0,38840.0,34335.0,125*17,HZ,51°50´45.11075 10°45´41.237820,2.0,Süßwaren,DEUTSCHLAND,101 bis 500,Stadtwerke Wernigerode GmbH,38855001,108.92
475,475.0,181377067.0,1.0,Höll Feine Fleisch- und Wurstwaren GmbH,,Lyonerring 16,66121.0,Saarbrücken,0681/96820,0681/9682300,www.hoell.com,info@hoell.com,,,,,,15.13.0,Fleischverarbeitung,'nan,,'nan,,,,,,,St Johann,,Saarland,681.0,66000.0,180269.0,167*07,SB,49°13´32.926511 7°1´7.36643,1.0,,DEUTSCHLAND,501-1000,SW Saarbrücken Netz* gesamtes Stromnetz,66117001,103.23
479,479.0,148258858.0,2.0,Dirk Hennig,,Pappelhain 22,15378.0,Hennickendorf,033434/7235,033434/71199,www.hennigs-backstube.de,info@hennigs-backstube.de,Inh.,Herr,,Dirk,Hennig,15.81.1,Herstellung von Backwaren (ohne Konditor- und Dauerbackwaren),'nan,,'nan,,,,,,,,,Brandenburg,33434.0,15330.0,15965.0,70*1,SEE,52°29´57.281999 13°50´38.733576,1.0,,DEUTSCHLAND,101 bis 500,E.DIS Netz* gesamtes Netzgebiet,15517001,68.4
480,480.0,192135025.0,1.0,Coppenrath Feingebäck GmbH,,Telgweg 14,49744.0,Geeste,05937/390,05937/39869,www.coppenrath-feingebaeck.de,info@coppenrath-feingebaeck.de,,,,,,15.81.1,Herstellung von Backwaren (ohne Konditor- und Dauerbackwaren),15.81.2,Herstellung von Konditorwaren,'nan,,,,,,,Groß Hesepe,,Niedersachsen,5907.0,49700.0,11302.0,133*07,EL,52°37´23.210723 7°13´59.740572,1.0,Dauerbackwaren,DEUTSCHLAND,101 bis 500,Stadtwerke Lingen GmbH,49808001,73.76
486,486.0,198782563.0,1.0,Reineke-Brot GmbH & Co.,,Geseker Str. 26,33154.0,Salzkotten,05258/987200,05258/987295,www.reineke-brot.de,info@reineke-brot.de,,,,,,15.81.1,Herstellung von Backwaren (ohne Konditor- und Dauerbackwaren),'nan,,'nan,,,,,,,Salzkotten,,Nordrhein-Westfalen,5258.0,33040.0,24544.0,109*5,PD,51°40´11.870112 8°35´53.409443,1.0,,DEUTSCHLAND,101 bis 500,Westfalen Weser Netz GmbH,33102101,95.67
487,487.0,154693160.0,1.0,Fritsch GmbH,,Bahnhofstr. 27,97348.0,Markt Einersheim,09326/830,09326/83100,www.fritsch-forum.com,,,,,,,15.81.1,Herstellung von Backwaren (ohne Konditor- und Dauerbackwaren),'nan,,'nan,,,,,,,,,Bayern,9326.0,97300.0,1211.0,7*77,KT,49°41´12.705540 10°16´59.278728,1.0,Bäckereibedarf,DEUTSCHLAND,101 bis 500,MDN* Stammgebiet,90429301,125.28
488,488.0,159531328.0,1.0,Lieken Brot- und Backwaren GmbH,,Daimlerstr. 18-20,89264.0,Weißenhorn,07309/8760,07309/87610,,,,,,,,15.81.1,Herstellung von Backwaren (ohne Konditor- und Dauerbackwaren),'nan,,'nan,,,,,,,Weißenhorn,,Bayern,7309.0,89200.0,13293.0,53*69,NU,48°18´20.909771 10°8´23.103779,2.0,,DEUTSCHLAND,101 bis 500,Verteilnetze Energie Weissenhorn GmbH & Co. KG,89264001,69.72
491,491.0,144039322.0,1.0,Wiener Feinbäckerei Heberer GmbH,,Dieselstr. 58,63165.0,Mühlheim,06108/6040,06108/71557,www.heberer.de,info@heberer.de,,,,,,15.81.1,Herstellung von Backwaren (ohne Konditor- und Dauerbackwaren),15.81.2,Herstellung von Konditorwaren,'nan,,,,,,,Mühlheim,am Main,Hessen,6108.0,63000.0,26557.0,20*67,OF,50°7´4.416744 8°51´8.643744,1.0,Bäckereien,DEUTSCHLAND,101 bis 500,Stadtwerke Mühlheim am Main GmbH* gesamtes Stromnetz,63165001,61.87
492,492.0,175486730.0,1.0,Kühne Carl KG,,Niederdorfer Str. 57,47638.0,Straelen,02839/9100,02839/910505,,,,,,,,'15.8,Sonstiges Ernährungsgewerbe (ohne Getränkeherstellung),'nan,,'nan,,,,,,,Herongen,,Nordrhein-Westfalen,2834.0,47590.0,15392.0,74*04,KLE,51°23´15.909935 6°14´33.444924,2.0,,DEUTSCHLAND,101 bis 500,NG Niederrhein* Netz Wachtendonk GV innogy SE,47804203,94.4
494,494.0,115292966.0,1.0,Fürstlich Fürstenbergische Brauerei,GmbH & Co. KG,Postplatz 1-4,78166.0,Donaueschingen,0771/860,0771/86398,www.bier-des-suedens.de,,,,,,,15.96.0,Herstellung von Bier,'nan,,'nan,,,Freiburg,HRA 610202,Aenderung,20140630.0,Donaueschingen,,Baden-Württemberg,771.0,78150.0,21496.0,104*63,VS,47°57´5.689440 8°30´0.776268,1.0,,DEUTSCHLAND,101 bis 500,EV Südbaar*ehemals Netzgebiet ED Netze Hüfingen und Bräunlingen,78176003,79.57
496,496.0,182912594.0,1.0,Südzucker AG,,Straubinger Str. 18,93055.0,Regensburg,0941/79690,,,,,,,,,15.84.0,Herstellung von Süßwaren (ohne Dauerbackwaren),52.11.1,Einzelhandel mit Nahrungsmitteln* Getränken und Tabakwaren* ohne ausgeprägten Schwerpunkt,'nan,,,,,,,Ostenviertel,,Bayern,941.0,93000.0,128917.0,80*76,R,49°0´49.795884 12°7´29.482247,2.0,,DEUTSCHLAND,101 bis 500,Regensburg Netz GmbH* gesamtes Stromnetz,93055001,54.61
497,497.0,142007709.0,1.0,Peter Hünten*,Fleischwarenfabrik Gesellschaft mbH,Bergweg 16,56332.0,Löf,02605/8070,02605/8234,www.huenten-fleischwaren.de,info@huenten-fleischwaren.de,Geschf.,Frau,,Monika,Schmidt,15.13.0,Fleischverarbeitung,'nan,,'nan,,,Koblenz,HRB 1366,Aenderung,20091222.0,Löf,,Rheinland-Pfalz,2605.0,56270.0,1549.0,5*34,MYK,50°14´3.210540 7°26´22.250867,1.0,,DEUTSCHLAND,101 bis 500,EnergienMittelr* gesamtes Netzgebiet,56068001,68.0
498,498.0,183210135.0,1.0,Bayerische Löwenbrauerei Franz Stockbauer AG,,Franz-Stockbauer-Weg 13,94032.0,Passau,0851/70050,0851/700510,www.passau-loewenbrauerei.de,info@loewenbrauerei.de,,,,,,15.96.0,Herstellung von Bier,'nan,,'nan,,DE130951619,,,,,Haidenhof-Süd,,Bayern,851.0,94000.0,50537.0,69*76,PA,48°34´14.492495 13°27´9.788472,1.0,Brauereien,DEUTSCHLAND,101 bis 500,Stadtwerke Passau GmbH* gesamtes Stromnetz,94036001,106.95
499,499.0,132551933.0,1.0,Stegmann Emmentaler Käsereien GmbH,,Mozartstr. 31,87435.0,Kempten,0831/520400,0831/5204017,www.stegmann-gmbh.de,info@stegmann-gmbh.de,,,,,,15.51.0,Milchverarbeitung,'nan,,'nan,,,,,,,Kempten,Allgäu,Bayern,831.0,87400.0,61576.0,63*28,KE,47°43´24.963780 10°18´39.544487,1.0,Milchindustrie,DEUTSCHLAND,101 bis 500,AllgäuNetz GmbH &Co.KG Grundversorger Allgäuer Überlandwerk GmbH,87435101,158.69
501,501.0,162955338.0,1.0,Edelweiss GmbH & Co. KG,,Oberstdorfer Str. 7,87435.0,Kempten,0831/25390,0831/2539212,www.edelweiss-gmbh.com,info.direkt@edelweiss-gmbh.com,,,,,,15.51.0,Milchverarbeitung,'nan,,'nan,,DE231212999,,,,,Kempten,Allgäu,Bayern,831.0,87400.0,61576.0,63*28,KE,47°42´14.113908 10°18´44.500932,1.0,,DEUTSCHLAND,501-1000,AllgäuNetz GmbH &Co.KG Grundversorger Allgäuer Überlandwerk GmbH,87435101,158.69
502,502.0,125817261.0,1.0,Augustiner-Bräu Wagner KG,,Landsberger Str. 35,80339.0,München,089/519940,089/51994111,www.augustiner-braeu.de,Info@augustiner-braeu.de,,,,,,15.96.0,Herstellung von Bier,'nan,,'nan,,,,,,,Schwanthalerhöhe,,Bayern,89.0,80000.0,1249176.0,310*46,M,48°8´21.784631 11°32´32.150147,1.0,,DEUTSCHLAND,101 bis 500,SWM Infrastruktur* Stammgebiet,80287001,93.9
503,503.0,136665484.0,1.0,Wolf Butter Back GmbH & Co. KG,,Magazinstr. 77,90763.0,Fürth,0911/670440,0911/6704440,www.butterback.de,info@butterback.de,,,,,,15.81.1,Herstellung von Backwaren (ohne Konditor- und Dauerbackwaren),'15.89,Herstellung von sonstigen Nahrungsmitteln (ohne Getränke),'nan,,,,,,,Südstadt,,Bayern,911.0,90700.0,112506.0,63*35,FÜ,49°27´9.643104 11°0´7.120260,1.0,Brotwaren und Backwaren,DEUTSCHLAND,101 bis 500,infra fürth gmbh* gesamtes Stromnetz,90763001,123.58
504,504.0,177322646.0,1.0,Hanseatisches Wein- und,Sekt-Kontor Hawesko GmbH,Hamburger Str. 14-20,25436.0,Tornesch,04122/504433,,www.esterhazywein.at,,,,,,,15.91.0,Herstellung von Spirituosen,'nan,,'nan,,,,,,,,,Schleswig-Holstein,4122.0,25400.0,12957.0,20*61,PI,53°41´47.81399 9°43´2.957448,1.0,Weine und Spirituosen,DEUTSCHLAND,101 bis 500,Stadtwerke Elmshorn* GV Gebiet SW Elmshorn,25336001,107.94
506,506.0,113934275.0,1.0,Stollwerck GmbH,,Stollwerckstr. 27-31,51149.0,Köln,02203/430,02203/43319,www.stollwerck-star.de,info@stollwerck.de,,,,,,15.84.0,Herstellung von Süßwaren (ohne Dauerbackwaren),'nan,,'nan,,,,,,,Westhoven,,Nordrhein-Westfalen,221.0,,969709.0,405*15,K,50°54´19.187207 7°1´40.348019,1.0,Süßwaren,DEUTSCHLAND,101 bis 500,RNG-Netz 2 - Köln,50825101,53.64
508,508.0,172772481.0,1.0,Mederer GmbH,,Oststr. 94,90763.0,Fürth,0911/787030,0911/708741,,,Geschf.,Herr,,Thomas,Bauer,15.84.0,Herstellung von Süßwaren (ohne Dauerbackwaren),'nan,,'nan,,,Fürth,HRB 1744,Aenderung,20110818.0,Südstadt,,Bayern,911.0,90700.0,112506.0,63*35,FÜ,49°27´24.101711 11°0´18.378972,1.0,,DEUTSCHLAND,101 bis 500,infra fürth gmbh* gesamtes Stromnetz,90763001,123.58
509,509.0,193937049.0,1.0,Harry-Brot GmbH,,Kiebitzweg 15-19,22869.0,Schenefeld,040/3807800,040/38078010803,www.sammys.de,marketing@harry.de,,,,,,15.81.1,Herstellung von Backwaren (ohne Konditor- und Dauerbackwaren),'nan,,'nan,,DE134804040,,,,,,,Schleswig-Holstein,40.0,22000.0,17926.0,9*99,PI,53°36´13.330223 9°50´4.894367,1.0,Bäckereien,DEUTSCHLAND,501-1000,Schleswig-Holstein Netz AG,24768401,122.18
510,510.0,127725073.0,1.0,Gummi Bear Factory Süßwaren GmbH & Co. KG,,Oststr. 94,90763.0,Fürth,,,,,,,,,,15.84.0,Herstellung von Süßwaren (ohne Dauerbackwaren),'nan,,'nan,,,Fürth,HRA 7289,Aenderung,20120103.0,Südstadt,,Bayern,911.0,90700.0,112506.0,63*35,FÜ,49°27´24.101711 11°0´18.378972,1.0,,DEUTSCHLAND,101 bis 500,infra fürth gmbh* gesamtes Stromnetz,90763001,123.58
511,511.0,137630429.0,1.0,Willy Mederer GmbH & Co. KG,,Oststr. 94,90763.0,Fürth,,,,,,,,,,15.84.0,Herstellung von Süßwaren (ohne Dauerbackwaren),'nan,,'nan,,,Fürth,HRA 2370,Aenderung,20100817.0,Südstadt,,Bayern,911.0,90700.0,112506.0,63*35,FÜ,49°27´24.101711 11°0´18.378972,1.0,,DEUTSCHLAND,101 bis 500,infra fürth gmbh* gesamtes Stromnetz,90763001,123.58
515,515.0,191548220.0,1.0,Grabower Süsswaren GmbH,,Kiebitzweg,19300.0,Grabow,038756/370,038756/37222,www.grabower.de,,,,,,,15.84.0,Herstellung von Süßwaren (ohne Dauerbackwaren),'nan,,'nan,,,,,,,,,Mecklenburg-Vorpommern,38756.0,19280.0,6311.0,47*68,LWL,53°17´17.431080 11°33´44.321363,1.0,Süßwaren,DEUTSCHLAND,101 bis 500,WEMAG Netz GmbH,19053001,126.02
516,516.0,181251016.0,1.0,Badische Staatsbrauerei Rothaus AG,,Rothaus 1,79865.0,Grafenhausen,07748/5220,07748/52279,,,,,,,,15.96.0,Herstellung von Bier,'nan,,'nan,,,Freiburg,HRB 640100,Aenderung,20121112.0,Grafenhausen,,Baden-Württemberg,7748.0,79810.0,2373.0,48*55,WT,47°47´45.557052 8°14´39.832764,1.0,,DEUTSCHLAND,101 bis 500,ED Netze GmbH,79618301,57.0
519,519.0,167167344.0,1.0,Bäko-Zentrale West e.G.,,Am Kiekenbusch 4,47269.0,Duisburg,0203/76840,0203/7681018,www.baeko-designcontest.de,info-duisburg@baekogruppenord.de,,,,,,15.81.1,Herstellung von Backwaren (ohne Konditor- und Dauerbackwaren),'nan,,'nan,,,,,,,Großenbaum,,Nordrhein-Westfalen,203.0,47000.0,504403.0,232*81,DU,51°22´2.352431 6°46´21.554256,1.0,Bäckereibedarf,DEUTSCHLAND,101 bis 500,Westnetz GmbH-GV innogy SE,46483023,88.25
520,520.0,141754119.0,1.0,Griesson de Beukelaer GmbH & Co. KG,,Im Camisch 1,7768.0,Kahla,036424/800,036424/802000,,,,,,,,15.81.1,Herstellung von Backwaren (ohne Konditor- und Dauerbackwaren),15.82.0,Herstellung von Dauerbackwaren,'nan,,,,,,,,,Thüringen,36424.0,7700.0,7428.0,7*96,SHK,50°49´25.163543 11°35´0.897791,2.0,Backwaren,DEUTSCHLAND,101 bis 500,SW Jena Netze* - Grundversorgung Thüringer Energie AG -,7745003,85.09
523,523.0,162463247.0,1.0,Lutz Fleischwaren GmbH,,Ziegelhütte 6,97762.0,Hammelburg,09732/79666,,,,,,,,,15.13.0,Fleischverarbeitung,'nan,,'nan,,,,,,,Hammelburg,,Bayern,9732.0,97730.0,11932.0,128*89,KG,50°7´3.125712 9°52´44.854715,2.0,,DEUTSCHLAND,101 bis 500,Stadtwerke Hammelburg GmbH* gesamtes Stromnetz,97762001,136.72
525,525.0,127752004.0,1.0,Wrigley GmbH,,Biberger Str. 18,82008.0,Unterhaching,089/665100,089/66510309,www.wrigley.de,infogermany@wrigley.com,,,,,,15.84.0,Herstellung von Süßwaren (ohne Dauerbackwaren),'nan,,'nan,,DE129496944,,,,,,,Bayern,89.0,82000.0,21002.0,8*73,M,48°3´46.958976 11°37´0.229403,1.0,,DEUTSCHLAND,101 bis 500,Bayernwerk Netz,93049004,129.92
528,528.0,194003218.0,1.0,Ihle GmbH & Co. KG,,Dr.-Balthasar-Hubmaier-Str. 6,86316.0,Friedberg,0821/660070,,www.ihle.de,info@ihle.de,,,,,,15.81.1,Herstellung von Backwaren (ohne Konditor- und Dauerbackwaren),'nan,,'nan,,,,,,,Friedberg,,Bayern,821.0,86000.0,29386.0,80*91,AIC,48°21´42.97212 10°57´11.934144,1.0,Bäckereien,DEUTSCHLAND,501-1000,LEW Verteilnetz GmbH,86150001,93.12
529,529.0,120876493.0,1.0,Windel GmbH & Co. KG,,Hafenringstr. 6,49090.0,Osnabrück,0541/91810,0541/9181222,www.windel-candy.de,,,,,,,15.84.0,Herstellung von Süßwaren (ohne Dauerbackwaren),51.36.2,Großhandel mit Süßwaren,'nan,,,,,,,Hafen,,Niedersachsen,541.0,49000.0,164489.0,119*8,OS,52°18´23.856407 8°0´23.997096,1.0,,DEUTSCHLAND,101 bis 500,SWO Netz* gesamtes Netzgebiet,49074002,76.31
530,530.0,142917288.0,1.0,Vitakraft Werke Wührmann & Sohn,,Mahndorfer Heerstr. 9,28307.0,Bremen,0421/48980,0421/483036,www.vitakraft.com,,,,,,,'15.7,Herstellung von Futtermitteln,'nan,,'nan,,,,,,,Mahndorf,,Bremen,421.0,28001.0,545932.0,326*55,HB,53°2´17.627748 8°56´9.590747,1.0,Futtermittel,DEUTSCHLAND,101 bis 500,wesernetz Bremen GmbH* gesamtes Stromnetz,28215001,70.03
535,535.0,133430920.0,1.0,Mineralquellen Bad Liebenwerda,,Am Brunnenpark 1,4924.0,Bad Liebenwerda,035341/980,035341/10437,www.mineralquellen.de,blw-info@mineralquellen.de,,,,,,'15.98,Gewinnung natürlicher Mineralwässer* Herstellung von Erfrischungsgetränken,'nan,,'nan,,DE138940702,,,,,,,Brandenburg,35341.0,4890.0,10866.0,138*41,HZ,51°31´52.449851 13°23´42.294155,1.0,Mineralwasser und -brunnen,DEUTSCHLAND,101 bis 500,Mitteldeutsche Netzgesellschaft Strom mbH,6112308,112.72
536,536.0,138757039.0,1.0,Tulip Fleischwaren Oldenburg GmbH,,Georg-Bölts-Str. 10,26135.0,Oldenburg,0441/20070,0441/2007359,www.tulip.dk,,,,,,,15.13.0,Fleischverarbeitung,'nan,,'nan,,,,,,,Tweelbäke,,Niedersachsen,441.0,26000.0,158394.0,102*96,OL,53°6´36.280619 8°15´38.513591,1.0,Fleischwaren,DEUTSCHLAND,101 bis 500,EWE NETZ GmbH,26122101,53.16
537,537.0,198674529.0,1.0,HL Hamburger Leistungsfutter GmbH,,Konsul-Ritter-Str. 3,21079.0,Hamburg,040/766920,040/76692194,www.ibeka.com,allgemein@ibeka.com,,,,,,'15.7,Herstellung von Futtermitteln,'nan,,'nan,,,Hamburg,HRB 22573,Aenderung,20120620.0,Heimfeld,,Hamburg,40.0,20000.0,1734830.0,755*24,HH,53°28´13.336392 9°58´22.482335,1.0,,DEUTSCHLAND,101 bis 500,Stromnetz Hamburg GmbH,22297001,42.32
538,538.0,123167869.0,1.0,Ridderskamp und Hahn GmbH,,Manfredstr. 2,45891.0,Gelsenkirchen,0209/74038,0209/783810,www.ridha.de,info@ridha.de,,,,,,15.13.0,Fleischverarbeitung,'nan,,'nan,,,,,,,Erle,,Nordrhein-Westfalen,209.0,45800.0,270107.0,104*86,GE,51°33´8.839727 7°5´6.329795,1.0,,DEUTSCHLAND,101 bis 500,ELE Verteilnetz GmbH* gesamtes Stromnetz,45879001,80.96
